date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:35:13	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/setup-search-engine-advertising-campaigns	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/setup-search-engine-advertising-campaigns	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:15	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/social-media-marketing	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/social-media-marketing	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/content-marketing	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/content-marketing	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:20	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/sales-channel-setup	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/sales-channel-setup	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:21	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/conversion-rate-optimization	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/conversion-rate-optimization	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:22	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/analytics-and-tracking	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/marketing-and-sales/analytics-and-tracking	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:22	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/customize-design	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/customize-design	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:26	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/migrate-from-another-platform	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/migrate-from-another-platform	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:27	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/set-up-products-and-collections	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/set-up-products-and-collections	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:30	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/customize-theme	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/customize-theme	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:32	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/configure-settings	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/configure-settings	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:35	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/pos-setup-and-migration	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/pos-setup-and-migration	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:36	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/headless-commerce	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/headless-commerce	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:37	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/website-audit-and-optimization-strategy	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/website-audit-and-optimization-strategy	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:38	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/ongoing-website-management	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/ongoing-website-management	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:41	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/checkout-upgrade	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/store-setup/checkout-upgrade	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:44	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/custom-apps-integrations	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/custom-apps-integrations	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:45	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/domain-setup	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/domain-setup	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:46	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/troubleshooting-and-problem-resolution	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/troubleshooting-and-problem-resolution	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:47	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/systems-integration	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/development-and-troubleshooting/systems-integration	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:47	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/develop-brand-look-and-feel	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/develop-brand-look-and-feel	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:48	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/create-custom-banner-ads	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/create-custom-banner-ads	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:49	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/video-and-illustrations	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/video-and-illustrations	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:50	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/take-product-photos	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/take-product-photos	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:51	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/create-3d-models-ar	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/visual-content-and-branding/create-3d-models-ar	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:52	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/content-writing/write-product-descriptions	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/content-writing/write-product-descriptions	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:53	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/content-writing/website-marketing-content	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/content-writing/website-marketing-content	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:56	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/business-strategy-guidance	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/business-strategy-guidance	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:57	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/product-sourcing-guidance	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/product-sourcing-guidance	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:57	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/guidance-for-improving-your-site-performance-and-speed	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/guidance-for-improving-your-site-performance-and-speed	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:58	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/tax-setup	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/tax-setup	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:59	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/wholesale-or-b2b	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/wholesale-or-b2b	(from https://www.shopifydirectory.avatarteaams.com/)
15:35:59	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/international-expansion	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/international-expansion	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:00	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/product-development	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/services/expert-guidance/product-development	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:01	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/united-states	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/united-states	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:02	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/canada	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/canada	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:03	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/india	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/india	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:03	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/united-kingdom	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/united-kingdom	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:05	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/australia	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/australia	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:07	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/germany	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/germany	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:08	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/france	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/france	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:08	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations/italy	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations/italy	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:09	1903/1903	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	etag:%22119f-692ff7b8-9153ee86f2d4a043;gz%22	https://www.shopifydirectory.avatarteaams.com/partners/directory/locations	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/partners/directory/locations	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:14	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20May%202026%2014:36:14%20GMT	https://partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGVqQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8810f8df12d7170095861913aceaa2faac7dcb75/image_original%20(1).jpg	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGVqQlE9PSI/image_original%20(1).38.delayed	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:14	200698/200698	---M--	200	added ('OK')	image/png	date:Wed,%2006%20May%202026%2014:36:10%20GMT	https://www.shopifydirectory.avatarteaams.com/images/profile.jpg	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/www.shopifydirectory.avatarteaams.com/images/profile.png	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:15	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20May%202026%2014:36:14%20GMT	https://partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGlqQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e22a3b7a8a9a318f8918102b17d134a6c96f9dfb/image_original.jpg	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGlqQlE9PSI/image_original.jpg	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:15	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20May%202026%2014:36:15%20GMT	https://partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBekdoQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--90110e8cdcf5e091a55aac40d38d69f6aa9dc237/0.%20kimchi.jpg	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBekdoQXc9PSI/0.%20kimchi.jpg	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:16	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20May%202026%2014:36:16%20GMT	https://partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMFdoQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0f926bc2cfb0c48a7cfea9ae052c1e2dc7334a14/2.%20sugarfina.png	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMFdoQXc9PSI/2.%20sugarfina.png	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:17	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20May%202026%2014:36:16%20GMT	https://partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMHFoQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8235a2e8358716e6d8b5f04ae619b4b13799a5e5/1.%20barehands.png	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMHFoQXc9PSI/1.%20barehands.png	(from https://www.shopifydirectory.avatarteaams.com/)
15:36:17	0/-1	---M--	302	error ('')			https://partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGVqQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8810f8df12d7170095861913aceaa2faac7dcb75/image_original%20(1).jpg	C:/My%20Web%20Sites/My%20shopify%20directory%20clone/partners.shopify.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGVqQlE9PSI/image_original%20(1).3d.delayed	(from https://www.shopifydirectory.avatarteaams.com/)
